Codigo        Descripcion del Med.                 Cant.        DNI         Nombre                                  
41379         FLUNARICINA 10 MG T20                   5         41379          Urologia                                
86158         SENOSIDOS A y B C20                     23        86158          Urologia                                
47697         CLINDAMICINA 300 MG C/16                22        47697          Urologia                                
47697         CLINDAMICINA 300 MG C/16                30        47697          Urologia                                
61039         NISTATINA GI C/12 TAB                   28        61039          Dermatologia                            
22232         LEVETIRACETAM                           21        22232          Dermatologia                            
81695         LECHE DE MAGNESIA 180ML                 11        81695          Dermatologia                            
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         33        46000          Traumatologia                           
65667         SUBSALICILATO/BISMUTO SUSP 120ML        22        65667          Traumatologia                           
49157         RANITIDINA 300 MG C/10                  25        49157          Traumatologia                           
25684         DEXAMETASONA 0.5MG T/30                 30        25684          Traumatologia                           
40997         ELECTROLIT PED FRESA 625ML              10        40997          Ginecologia                             
42053         TRETINOINA 30G CREMA 0.05%              33        42053          Ginecologia                             
85641         TAMOXIFENO 10MG 30T                     30        85641          Ginecologia                             
85641         TAMOXIFENO 10MG 30T                     5         85641          Ginecologia                             
24522         LEVOFLOXACINO 500MG C/7 TAB             17        24522          Ginecologia                             
48244         CLORANFENICOL SOL OFT 10ML              4         48244          Ginecologia                             
67784         LOSARTAN 50MG C/10T                     33        67784          Ginecologia                             
85641         TAMOXIFENO 10MG 30T                     23        85641          Ginecologia                             
60685         NITROFURANTOINA C40 100MG               19        60685          Gastroenterologia                       
81695         LECHE DE MAGNESIA 180ML                 8         81695          Gastroenterologia                       
43633         ERITROMICINA T 250 MG C/20              6         43633          Gastroenterologia                       
81695         LECHE DE MAGNESIA 180ML                 6         81695          Gastroenterologia                       
67784         LOSARTAN 50MG C/10T                     20        67784          Dermatologia                            
65536         NEOM/POLIMIX/GRAMIC 15 ML GTS           7         65536          Dermatologia                            
82528         LORATADINA T/10 10MG                    35        82528          Neumologia                              
88681         NIFEDIPINO 30 MG 30 CPS                 27        88681          Neumologia                              
88681         NIFEDIPINO 30 MG 30 CPS                 19        88681          Neumologia                              
84766         CIPROFLOXACINO SOL.OFT 5MG              31        84766          Traumatologia                           
84766         CIPROFLOXACINO SOL.OFT 5MG              25        84766          Traumatologia                           
84766         CIPROFLOXACINO SOL.OFT 5MG              21        84766          Traumatologia                           
61295         QUINFAMIDA 100 MG 3TAB                  22        61295          Gastroenterologia                       
86828         FENAZOPIRIDINA 100 MG C/20 TAB          1         86828          Gastroenterologia                       
85641         TAMOXIFENO 10MG 30T                     17        85641          Dermatologia                            
60685         NITROFURANTOINA C40 100MG               18        60685          Dermatologia                            
67784         LOSARTAN 50MG C/10T                     30        67784          Dermatologia                            
60685         NITROFURANTOINA C40 100MG               35        60685          Dermatologia                            
84766         CIPROFLOXACINO SOL.OFT 5MG              34        84766          Dermatologia                            
24733         CALCIO+MAGNESIO 30T                     11        24733          Pediatria                               
22232         LEVETIRACETAM                           35        22232          Pediatria                               
24733         CALCIO+MAGNESIO 30T                     26        24733          Pediatria                               
61039         NISTATINA GI C/12 TAB                   13        61039          Traumatologia                           
63555         FAMOTIDINA 20MG 30C                     15        63555          Traumatologia                           
81333         CARNITINA C/30                          19        81333          Traumatologia                           
81333         CARNITINA C/30                          26        81333          Traumatologia                           
67784         LOSARTAN 50MG C/10T                     26        67784          Oftalmologia                            
84771         BETAMETASONA CREMA 30GR                 7         84771          Oftalmologia                            
47697         CLINDAMICINA 300 MG C/16                33        47697          Oftalmologia                            
84766         CIPROFLOXACINO SOL.OFT 5MG              18        84766          Oftalmologia                            
28992         ALUMUMINIO+MAGNESIO SUSP 240ML          25        28992          Oftalmologia                            
40862         YODOPOVIDONA 120ML                      3         40862          Oftalmologia                            
22553         FLUCINOLONA+NEOMICINA CRA 30G           7         22553          Urologia                                
25684         DEXAMETASONA 0.5MG T/30                 14        25684          Urologia                                
81062         PAROXETINA T/10 20MG                    17        81062          Ginecologia                             
84766         CIPROFLOXACINO SOL.OFT 5MG              32        84766          Geriatria                               
42856         FELODIPINO 5 MG 20T                     8         42856          Geriatria                               
85325         AMOXICILINA 250MG C12                   5         85325          Pediatria                               
68860         METFORMINA 850MG T30                    25        68860          Pediatria                               
28992         ALUMUMINIO+MAGNESIO SUSP 240ML          19        28992          Gastroenterologia                       
48557         NAPROXENO SODICO 100/2.5 SUSP           7         48557          Gastroenterologia                       
27016         ACECLOFENACO 100MG 10T                  14        27016          Cardiologia                             
86828         FENAZOPIRIDINA 100 MG C/20 TAB          33        86828          Cardiologia                             
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         34        46000          Cardiologia                             
28892         GLIMEPIRIDA 2MG C30                     19        28892          Cardiologia                             
65536         NEOM/POLIMIX/GRAMIC 15 ML GTS           21        65536          Oftalmologia                            
60509         AMPICILINA 125MG SUSP 90ML              23        60509          Oftalmologia                            
61039         NISTATINA GI C/12 TAB                   5         61039          Pediatria                               
60685         NITROFURANTOINA C40 100MG               26        60685          Urologia                                
89839         ACIDO MEFENAMICO 500MG C10 TAB          20        89839          Oncologia                               
85641         TAMOXIFENO 10MG 30T                     31        85641          Oncologia                               
89839         ACIDO MEFENAMICO 500MG C10 TAB          15        89839          Oncologia                               
65667         SUBSALICILATO/BISMUTO SUSP 120ML        24        65667          Oncologia                               
65536         NEOM/POLIMIX/GRAMIC 15 ML GTS           18        65536          Pediatria                               
80830         COMPLEJO B T30                          13        80830          Pediatria                               
83510         FUROSEMIDA 40 MG C/20                   5         83510          Pediatria                               
28409         RIFAMPICINA 300 MG C/16 CAP             30        28409          Pediatria                               
27447         OXIDO DE ZINC TUBO PASTA 30GR           12        27447          Pediatria                               
80830         COMPLEJO B T30                          29        80830          Pediatria                               
28892         GLIMEPIRIDA 2MG C30                     32        28892          Cardiologia                             
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         31        46000          Cardiologia                             
81960         CEFALEXINA 500MG C/20 CAP               18        81960          Cardiologia                             
28892         GLIMEPIRIDA 2MG C30                     11        28892          Cardiologia                             
28892         GLIMEPIRIDA 2MG C30                     14        28892          Cardiologia                             
86828         FENAZOPIRIDINA 100 MG C/20 TAB          1         86828          Cardiologia                             
44215         DICICLOVERINA 10MG 30T                  22        44215          Cardiologia                             
85865         PLANTAGO PSYLLIUM 400GR. GI             15        85865          Endocrinologia                          
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         14        46000          Endocrinologia                          
46919         VITAMINA C C20 TAB 100MG                26        46919          Endocrinologia                          
48557         NAPROXENO SODICO 100/2.5 SUSP           27        48557          Endocrinologia                          
22232         LEVETIRACETAM                           18        22232          Ginecologia                             
89528         CLORMADINONA 2MG 20T                    6         89528          Ginecologia                             
63555         FAMOTIDINA 20MG 30C                     28        63555          Dermatologia                            
22553         FLUCINOLONA+NEOMICINA CRA 30G           22        22553          Dermatologia                            
68539         METENAMINA 30T 500MG                    16        68539          Cardiologia                             
28992         ALUMUMINIO+MAGNESIO SUSP 240ML          6         28992          Cardiologia                             
89839         ACIDO MEFENAMICO 500MG C10 TAB          15        89839          Neumologia                              
63555         FAMOTIDINA 20MG 30C                     6         63555          Neumologia                              
60685         NITROFURANTOINA C40 100MG               21        60685          Neumologia                              
61508         DEXTROMETORFANO 300MG JBE 120 ML        24        61508          Neumologia                              
80839         CARBAMAZEPINA 120ML SUSP                5         80839          Pediatria                               
82469         GUAYACOL AMPOLLETA 1ML                  6         82469          Pediatria                               
60888         CAPTOPRIL 25MG 30T                      19        60888          Pediatria                               
42053         TRETINOINA 30G CREMA 0.05%              26        42053          Pediatria                               
68346         TOLBUTAMIDA 50T 500MG                   18        68346          Traumatologia                           
62008         LISINOPRIL T/30 10 MG                   7         62008          Gastroenterologia                       
60685         NITROFURANTOINA C40 100MG               5         60685          Gastroenterologia                       
42856         FELODIPINO 5 MG 20T                     11        42856          Gastroenterologia                       
62008         LISINOPRIL T/30 10 MG                   11        62008          Gastroenterologia                       
43222         AMBROXOL GOTAS 30ML                     21        43222          Oftalmologia                            
61039         NISTATINA GI C/12 TAB                   30        61039          Dermatologia                            
42861         BENCIDAMIDA CRA 5% 60GR                 25        42861          Traumatologia                           
40645         VERAPAMILO 80 MG/20 TAB                 14        40645          Traumatologia                           
40645         VERAPAMILO 80 MG/20 TAB                 25        40645          Traumatologia                           
88681         NIFEDIPINO 30 MG 30 CPS                 25        88681          Traumatologia                           
81695         LECHE DE MAGNESIA 180ML                 10        81695          Traumatologia                           
65667         SUBSALICILATO/BISMUTO SUSP 120ML        28        65667          Ginecologia                             
65667         SUBSALICILATO/BISMUTO SUSP 120ML        16        65667          Ginecologia                             
89528         CLORMADINONA 2MG 20T                    22        89528          Ginecologia                             
85641         TAMOXIFENO 10MG 30T                     18        85641          Ginecologia                             
28892         GLIMEPIRIDA 2MG C30                     14        28892          Ginecologia                             
65536         NEOM/POLIMIX/GRAMIC 15 ML GTS           17        65536          Ginecologia                             
67784         LOSARTAN 50MG C/10T                     34        67784          Ginecologia                             
84771         BETAMETASONA CREMA 30GR                 20        84771          Ginecologia                             
61039         NISTATINA GI C/12 TAB                   7         61039          Gastroenterologia                       
22232         LEVETIRACETAM                           27        22232          Gastroenterologia                       
82528         LORATADINA T/10 10MG                    16        82528          Dermatologia                            
68860         METFORMINA 850MG T30                    35        68860          Dermatologia                            
80839         CARBAMAZEPINA 120ML SUSP                20        80839          Dermatologia                            
62302         BEZAFIBRATO 200MG C/30TAB               30        62302          Neumologia                              
82528         LORATADINA T/10 10MG                    27        82528          Neumologia                              
64347         DIFENHIDRAMINA 25MG C30                 6         64347          Traumatologia                           
26920         HIDRALAZINA 20T 10MG                    21        26920          Traumatologia                           
88266         PREDNISONA 20MG C30 TAB GI              16        88266          Gastroenterologia                       
68539         METENAMINA 30T 500MG                    33        68539          Gastroenterologia                       
63555         FAMOTIDINA 20MG 30C                     31        63555          Gastroenterologia                       
60086         METAMISOL 500 MG T10                    15        60086          Gastroenterologia                       
86158         SENOSIDOS A y B C20                     31        86158          Gastroenterologia                       
22842         AMIKACINA 500MG C/1 AMP                 24        22842          Dermatologia                            
61295         QUINFAMIDA 100 MG 3TAB                  10        61295          Dermatologia                            
46919         VITAMINA C C20 TAB 100MG                25        46919          Dermatologia                            
25684         DEXAMETASONA 0.5MG T/30                 14        25684          Pediatria                               
26506         ITRACONAZOL 100 MG C/15                 15        26506          Pediatria                               
68610         CALCITRIOL 0.25MCG 50 CAP               7         68610          Pediatria                               
65667         SUBSALICILATO/BISMUTO SUSP 120ML        11        65667          Pediatria                               
89528         CLORMADINONA 2MG 20T                    17        89528          Pediatria                               
81695         LECHE DE MAGNESIA 180ML                 16        81695          Traumatologia                           
48244         CLORANFENICOL SOL OFT 10ML              27        48244          Traumatologia                           
89528         CLORMADINONA 2MG 20T                    16        89528          Traumatologia                           
84766         CIPROFLOXACINO SOL.OFT 5MG              1         84766          Traumatologia                           
22306         NIMESULIDA 25MG 20ML                    26        22306          Oftalmologia                            
28992         ALUMUMINIO+MAGNESIO SUSP 240ML          14        28992          Oftalmologia                            
86158         SENOSIDOS A y B C20                     32        86158          Oftalmologia                            
82528         LORATADINA T/10 10MG                    17        82528          Oftalmologia                            
61508         DEXTROMETORFANO 300MG JBE 120 ML        6         61508          Oftalmologia                            
61508         DEXTROMETORFANO 300MG JBE 120 ML        30        61508          Oftalmologia                            
22232         LEVETIRACETAM                           29        22232          Oftalmologia                            
84771         BETAMETASONA CREMA 30GR                 2         84771          Oftalmologia                            
60086         METAMISOL 500 MG T10                    22        60086          Urologia                                
63555         FAMOTIDINA 20MG 30C                     12        63555          Urologia                                
26360         VITAMINAS A C Y D 3AMP/3ML ING          21        26360          Urologia                                
47697         CLINDAMICINA 300 MG C/16                2         47697          Urologia                                
22842         AMIKACINA 500MG C/1 AMP                 12        22842          Geriatria                               
61508         DEXTROMETORFANO 300MG JBE 120 ML        16        61508          Geriatria                               
61508         DEXTROMETORFANO 300MG JBE 120 ML        8         61508          Geriatria                               
84771         BETAMETASONA CREMA 30GR                 34        84771          Geriatria                               
22842         AMIKACINA 500MG C/1 AMP                 14        22842          Geriatria                               
84771         BETAMETASONA CREMA 30GR                 8         84771          Pediatria                               
89325         DIMENHIDRINATO 24 T 50MG                28        89325          Pediatria                               
67415         FINASTERIDA 5MG 30T                     19        67415          Pediatria                               
61039         NISTATINA GI C/12 TAB                   15        61039          Pediatria                               
81333         CARNITINA C/30                          22        81333          Pediatria                               
42856         FELODIPINO 5 MG 20T                     28        42856          Cardiologia                             
86158         SENOSIDOS A y B C20                     31        86158          Cardiologia                             
62302         BEZAFIBRATO 200MG C/30TAB               26        62302          Oftalmologia                            
60086         METAMISOL 500 MG T10                    35        60086          Pediatria                               
44215         DICICLOVERINA 10MG 30T                  15        44215          Urologia                                
81960         CEFALEXINA 500MG C/20 CAP               17        81960          Oncologia                               
81960         CEFALEXINA 500MG C/20 CAP               5         81960          Oncologia                               
41403         VITAMINAS Y MINERALES 30-30T            30        41403          Pediatria                               
80830         COMPLEJO B T30                          18        80830          Pediatria                               
22306         NIMESULIDA 25MG 20ML                    21        22306          Pediatria                               
41403         VITAMINAS Y MINERALES 30-30T            18        41403          Pediatria                               
62302         BEZAFIBRATO 200MG C/30TAB               6         62302          Cardiologia                             
80839         CARBAMAZEPINA 120ML SUSP                32        80839          Cardiologia                             
26920         HIDRALAZINA 20T 10MG                    34        26920          Endocrinologia                          
84766         CIPROFLOXACINO SOL.OFT 5MG              11        84766          Endocrinologia                          
48557         NAPROXENO SODICO 100/2.5 SUSP           6         48557          Endocrinologia                          
67784         LOSARTAN 50MG C/10T                     19        67784          Endocrinologia                          
47697         CLINDAMICINA 300 MG C/16                33        47697          Endocrinologia                          
28892         GLIMEPIRIDA 2MG C30                     15        28892          Endocrinologia                          
60685         NITROFURANTOINA C40 100MG               33        60685          Ginecologia                             
63555         FAMOTIDINA 20MG 30C                     33        63555          Ginecologia                             
86158         SENOSIDOS A y B C20                     27        86158          Ginecologia                             
89325         DIMENHIDRINATO 24 T 50MG                30        89325          Dermatologia                            
61039         NISTATINA GI C/12 TAB                   22        61039          Cardiologia                             
22306         NIMESULIDA 25MG 20ML                    17        22306          Neumologia                              
42053         TRETINOINA 30G CREMA 0.05%              10        42053          Neumologia                              
68730         MELOXICAM 7.5 MG C/14                   21        68730          Endocrinologia                          
82528         LORATADINA T/10 10MG                    7         82528          Endocrinologia                          
60509         AMPICILINA 125MG SUSP 90ML              33        60509          Cardiologia                             
84771         BETAMETASONA CREMA 30GR                 16        84771          Cardiologia                             
82469         GUAYACOL AMPOLLETA 1ML                  6         82469          Pediatria                               
44215         DICICLOVERINA 10MG 30T                  12        44215          Traumatologia                           
27016         ACECLOFENACO 100MG 10T                  34        27016          Traumatologia                           
89325         DIMENHIDRINATO 24 T 50MG                24        89325          Traumatologia                           
44215         DICICLOVERINA 10MG 30T                  31        44215          Traumatologia                           
27016         ACECLOFENACO 100MG 10T                  5         27016          Traumatologia                           
22232         LEVETIRACETAM                           32        22232          Gastroenterologia                       
89528         CLORMADINONA 2MG 20T                    15        89528          Gastroenterologia                       
61039         NISTATINA GI C/12 TAB                   25        61039          Gastroenterologia                       
28409         RIFAMPICINA 300 MG C/16 CAP             10        28409          Oftalmologia                            
80839         CARBAMAZEPINA 120ML SUSP                8         80839          Oftalmologia                            
42053         TRETINOINA 30G CREMA 0.05%              17        42053          Oftalmologia                            
28409         RIFAMPICINA 300 MG C/16 CAP             11        28409          Oftalmologia                            
65985         LAMOTRIGINA 100MG TAB 28                15        65985          Urologia                                
48039         TRAMADOL 100MG 5AMP                     29        48039          Urologia                                
65985         LAMOTRIGINA 100MG TAB 28                28        65985          Urologia                                
22306         NIMESULIDA 25MG 20ML                    11        22306          Urologia                                
60888         CAPTOPRIL 25MG 30T                      16        60888          Dermatologia                            
47697         CLINDAMICINA 300 MG C/16                15        47697          Traumatologia                           
42861         BENCIDAMIDA CRA 5% 60GR                 22        42861          Traumatologia                           
68346         TOLBUTAMIDA 50T 500MG                   28        68346          Traumatologia                           
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         15        46000          Traumatologia                           
86828         FENAZOPIRIDINA 100 MG C/20 TAB          14        86828          Traumatologia                           
89325         DIMENHIDRINATO 24 T 50MG                6         89325          Traumatologia                           
47697         CLINDAMICINA 300 MG C/16                18        47697          Traumatologia                           
80839         CARBAMAZEPINA 120ML SUSP                18        80839          Ginecologia                             
68860         METFORMINA 850MG T30                    14        68860          Ginecologia                             
86828         FENAZOPIRIDINA 100 MG C/20 TAB          23        86828          Ginecologia                             
86158         SENOSIDOS A y B C20                     11        86158          Ginecologia                             
82528         LORATADINA T/10 10MG                    3         82528          Ginecologia                             
22842         AMIKACINA 500MG C/1 AMP                 24        22842          Ginecologia                             
84555         PARACETAMOL 300MG C/5 SUP               26        84555          Gastroenterologia                       
85325         AMOXICILINA 250MG C12                   16        85325          Gastroenterologia                       
63555         FAMOTIDINA 20MG 30C                     31        63555          Dermatologia                            
63555         FAMOTIDINA 20MG 30C                     9         63555          Dermatologia                            
61508         DEXTROMETORFANO 300MG JBE 120 ML        7         61508          Dermatologia                            
63555         FAMOTIDINA 20MG 30C                     33        63555          Dermatologia                            
26754         SILDENAFIL 50MG C/1-TAB                 16        26754          Neumologia                              
89528         CLORMADINONA 2MG 20T                    8         89528          Neumologia                              
89528         CLORMADINONA 2MG 20T                    6         89528          Neumologia                              
84771         BETAMETASONA CREMA 30GR                 6         84771          Neumologia                              
27016         ACECLOFENACO 100MG 10T                  31        27016          Neumologia                              
81695         LECHE DE MAGNESIA 180ML                 17        81695          Neumologia                              
28219         NITAZOXANIDA 200 MG T6                  18        28219          Traumatologia                           
60509         AMPICILINA 125MG SUSP 90ML              11        60509          Traumatologia                           
60509         AMPICILINA 125MG SUSP 90ML              33        60509          Traumatologia                           
28219         NITAZOXANIDA 200 MG T6                  9         28219          Traumatologia                           
42053         TRETINOINA 30G CREMA 0.05%              35        42053          Gastroenterologia                       
86158         SENOSIDOS A y B C20                     25        86158          Gastroenterologia                       
49685         PINAVERIO BROMURO DE 100 MG 14T         20        49685          Gastroenterologia                       
42053         TRETINOINA 30G CREMA 0.05%              20        42053          Gastroenterologia                       
60888         CAPTOPRIL 25MG 30T                      20        60888          Dermatologia                            
24522         LEVOFLOXACINO 500MG C/7 TAB             11        24522          Dermatologia                            
22842         AMIKACINA 500MG C/1 AMP                 1         22842          Dermatologia                            
83510         FUROSEMIDA 40 MG C/20                   17        83510          Dermatologia                            
68730         MELOXICAM 7.5 MG C/14                   35        68730          Pediatria                               
89528         CLORMADINONA 2MG 20T                    34        89528          Traumatologia                           
44215         DICICLOVERINA 10MG 30T                  26        44215          Traumatologia                           
27016         ACECLOFENACO 100MG 10T                  31        27016          Traumatologia                           
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         25        46000          Oftalmologia                            
61295         QUINFAMIDA 100 MG 3TAB                  30        61295          Oftalmologia                            
49685         PINAVERIO BROMURO DE 100 MG 14T         2         49685          Oftalmologia                            
83510         FUROSEMIDA 40 MG C/20                   2         83510          Oftalmologia                            
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         27        46000          Urologia                                
61295         QUINFAMIDA 100 MG 3TAB                  28        61295          Urologia                                
68860         METFORMINA 850MG T30                    29        68860          Ginecologia                             
82528         LORATADINA T/10 10MG                    24        82528          Ginecologia                             
82528         LORATADINA T/10 10MG                    30        82528          Ginecologia                             
86828         FENAZOPIRIDINA 100 MG C/20 TAB          15        86828          Geriatria                               
86828         FENAZOPIRIDINA 100 MG C/20 TAB          26        86828          Geriatria                               
45814         ERITROMICINA 250MG SUSP                 26        45814          Geriatria                               
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         12        46000          Geriatria                               
68860         METFORMINA 850MG T30                    18        68860          Geriatria                               
45814         ERITROMICINA 250MG SUSP                 33        45814          Geriatria                               
63555         FAMOTIDINA 20MG 30C                     16        63555          Pediatria                               
67784         LOSARTAN 50MG C/10T                     34        67784          Gastroenterologia                       
86451         TRIMEBUTINA 100MG/5ML SUSP              34        86451          Cardiologia                             
68860         METFORMINA 850MG T30                    29        68860          Cardiologia                             
86451         TRIMEBUTINA 100MG/5ML SUSP              18        86451          Cardiologia                             
68610         CALCITRIOL 0.25MCG 50 CAP               19        68610          Oftalmologia                            
68860         METFORMINA 850MG T30                    7         68860          Oftalmologia                            
63555         FAMOTIDINA 20MG 30C                     12        63555          Oftalmologia                            
86451         TRIMEBUTINA 100MG/5ML SUSP              18        86451          Oftalmologia                            
68610         CALCITRIOL 0.25MCG 50 CAP               17        68610          Oftalmologia                            
68610         CALCITRIOL 0.25MCG 50 CAP               16        68610          Oftalmologia                            
67784         LOSARTAN 50MG C/10T                     5         67784          Pediatria                               
85641         TAMOXIFENO 10MG 30T                     19        85641          Pediatria                               
22306         NIMESULIDA 25MG 20ML                    22        22306          Urologia                                
42053         TRETINOINA 30G CREMA 0.05%              9         42053          Urologia                                
42053         TRETINOINA 30G CREMA 0.05%              33        42053          Urologia                                
49685         PINAVERIO BROMURO DE 100 MG 14T         8         49685          Urologia                                
86158         SENOSIDOS A y B C20                     2         86158          Urologia                                
65536         NEOM/POLIMIX/GRAMIC 15 ML GTS           25        65536          Oncologia                               
47697         CLINDAMICINA 300 MG C/16                27        47697          Oncologia                               
62302         BEZAFIBRATO 200MG C/30TAB               24        62302          Pediatria                               
60888         CAPTOPRIL 25MG 30T                      19        60888          Pediatria                               
62302         BEZAFIBRATO 200MG C/30TAB               6         62302          Pediatria                               
83510         FUROSEMIDA 40 MG C/20                   28        83510          Pediatria                               
60888         CAPTOPRIL 25MG 30T                      33        60888          Pediatria                               
82528         LORATADINA T/10 10MG                    17        82528          Cardiologia                             
41403         VITAMINAS Y MINERALES 30-30T            34        41403          Endocrinologia                          
46000         HIDROX--MAGNESIO+ALUMINIO 240ML         33        46000          Endocrinologia                          
86158         SENOSIDOS A y B C20                     11        86158          Endocrinologia                          
88681         NIFEDIPINO 30 MG 30 CPS                 22        88681          Endocrinologia                          
81695         LECHE DE MAGNESIA 180ML                 3         81695          Endocrinologia                          
47697         CLINDAMICINA 300 MG C/16                27        47697          Endocrinologia                          
84771         BETAMETASONA CREMA 30GR                 4         84771          Ginecologia                             
26754         SILDENAFIL 50MG C/1-TAB                 29        26754          Dermatologia                            
89528         CLORMADINONA 2MG 20T                    6         89528          Dermatologia                            
83510         FUROSEMIDA 40 MG C/20                   11        83510          Cardiologia                             
67415         FINASTERIDA 5MG 30T                     31        67415          Cardiologia                             
85325         AMOXICILINA 250MG C12                   17        85325          Neumologia                              
41995         DIMETICONA SUSP 100MG 30ML              17        41995          Endocrinologia                          
42053         TRETINOINA 30G CREMA 0.05%              9         42053          Endocrinologia                          
49685         PINAVERIO BROMURO DE 100 MG 14T         16        49685          Endocrinologia                          
44253         PROGESTERONA+ESTRADIOL 50/5 AMP         26        44253          Cardiologia                             
24522         LEVOFLOXACINO 500MG C/7 TAB             13        24522          Cardiologia                             
88266         PREDNISONA 20MG C30 TAB GI              10        88266          Pediatria                               
26360         VITAMINAS A C Y D 3AMP/3ML ING          31        26360          Pediatria                               
41379         FLUNARICINA 10 MG T20                   15        41379          Pediatria                               
86451         TRIMEBUTINA 100MG/5ML SUSP              19        86451          Pediatria                               
89528         CLORMADINONA 2MG 20T                    30        89528          Traumatologia                           
27016         ACECLOFENACO 100MG 10T                  34        27016          Traumatologia                           
27016         ACECLOFENACO 100MG 10T                  24        27016          Gastroenterologia                       
89528         CLORMADINONA 2MG 20T                    20        89528          Gastroenterologia                       
60086         METAMISOL 500 MG T10                    26        60086          Urologia                                
49644         HIDROCORTISONA CRA 30GR                 27        49644          Urologia                                
89839         ACIDO MEFENAMICO 500MG C10 TAB          27        89839          Dermatologia                            
68860         METFORMINA 850MG T30                    18        68860          Dermatologia                            
63555         FAMOTIDINA 20MG 30C                     5         63555          Dermatologia                            
27447         OXIDO DE ZINC TUBO PASTA 30GR           10        27447          Traumatologia                           
85325         AMOXICILINA 250MG C12                   14        85325          Traumatologia                           
82528         LORATADINA T/10 10MG                    8         82528          Traumatologia                           
80839         CARBAMAZEPINA 120ML SUSP                10        80839          Traumatologia                           
22232         LEVETIRACETAM                           28        22232          Traumatologia                           
60509         AMPICILINA 125MG SUSP 90ML              20        60509          Traumatologia                           
42053         TRETINOINA 30G CREMA 0.05%              9         42053          Ginecologia                             
85865         PLANTAGO PSYLLIUM 400GR. GI             30        85865          Ginecologia                             
49644         HIDROCORTISONA CRA 30GR                 26        49644          Ginecologia                             
60509         AMPICILINA 125MG SUSP 90ML              35        60509          Ginecologia                             
80839         CARBAMAZEPINA 120ML SUSP                32        80839          Ginecologia                             
61508         DEXTROMETORFANO 300MG JBE 120 ML        9         61508          Gastroenterologia                       
67784         LOSARTAN 50MG C/10T                     9         67784          Dermatologia                            
67784         LOSARTAN 50MG C/10T                     11        67784          Dermatologia                            
47697         CLINDAMICINA 300 MG C/16                24        47697          Dermatologia                            
47697         CLINDAMICINA 300 MG C/16                13        47697          Dermatologia                            
40862         YODOPOVIDONA 120ML                      14        40862          Neumologia                              
65985         LAMOTRIGINA 100MG TAB 28                15        65985          Neumologia                              
81960         CEFALEXINA 500MG C/20 CAP               5         81960          Traumatologia                           
44215         DICICLOVERINA 10MG 30T                  28        44215          Traumatologia                           
86828         FENAZOPIRIDINA 100 MG C/20 TAB          33        86828          Traumatologia                           
89528         CLORMADINONA 2MG 20T                    17        89528          Traumatologia                           
26920         HIDRALAZINA 20T 10MG                    20        26920          Gastroenterologia                       
82469         GUAYACOL AMPOLLETA 1ML                  17        82469          Gastroenterologia                       
47697         CLINDAMICINA 300 MG C/16                21        47697          Gastroenterologia                       
26754         SILDENAFIL 50MG C/1-TAB                 18        26754          Dermatologia                            
40862         YODOPOVIDONA 120ML                      27        40862          Dermatologia                            
26754         SILDENAFIL 50MG C/1-TAB                 13        26754          Dermatologia                            
26754         SILDENAFIL 50MG C/1-TAB                 22        26754          Dermatologia                            
28219         NITAZOXANIDA 200 MG T6                  8         28219          Dermatologia                            
25684         DEXAMETASONA 0.5MG T/30                 12        25684          Pediatria                               
65667         SUBSALICILATO/BISMUTO SUSP 120ML        27        65667          Pediatria                               
62008         LISINOPRIL T/30 10 MG                   13        62008          Traumatologia                           
81695         LECHE DE MAGNESIA 180ML                 32        81695          Traumatologia                           
42856         FELODIPINO 5 MG 20T                     17        42856          Traumatologia                           
89528         CLORMADINONA 2MG 20T                    29        89528          Traumatologia                           
80839         CARBAMAZEPINA 120ML SUSP                27        80839          Oftalmologia                            
68860         METFORMINA 850MG T30                    11        68860          Oftalmologia                            
89528         CLORMADINONA 2MG 20T                    18        89528          Urologia                                
89528         CLORMADINONA 2MG 20T                    8         89528          Urologia                                
26754         SILDENAFIL 50MG C/1-TAB                 14        26754          Urologia                                
